銘柄コード,企業名,業種,市場コード,市場名,営業利益,営業利益率,総資産,純資産,自己資本比率,企業価値,決算日
72030,トヨタ自動車,自動車・輸送機,0111,プライム,2725025000000,7.3%,74303180000000,29264213000000,39.4%,66786214000000,2023-05-10
